City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Mount Gambier,-37.8333,140.7667,14.01,41,4,4.83,AU,1696973610
294,Tazovsky,67.4667,78.7,1.91,97,100,9.71,RU,1696973611
295,Gebeit,21.0667,36.3167,27.3,41,0,0.93,SD,1696973611
296,Warman,52.3168,-106.5679,20.61,40,75,8.23,CA,1696973434
297,Luganville,-15.5333,167.1667,25.1,72,99,5.62,VU,1696973612
298,Beneditinos,-5.45,-42.3667,32.34,27,11,1.54,BR,1696973612
299,Ålesund,62.4723,6.1549,13.51,88,75,11.83,NO,1696973612
300,Agat Village,13.3886,144.6585,28.53,84,0,5.14,GU,1696973613
301,Guadarrama,40.6727,-4.0895,21.64,47,0,0.95,ES,1696973613
302,Bozoum,6.3193,16.3799,20.31,96,84,1.44,CF,1696973613
303,Kapuskasing,49.4169,-82.4331,6.05,81,100,2.57,CA,1696973613
304,Daejeon,36.3333,127.4167,9.97,79,47,1.54,KR,1696973418
305,Hongseong,36.6009,126.665,13.44,78,74,1.67,KR,1696973614
306,Sirte,31.2089,16.5887,23.16,65,0,2.32,LY,1696973614
307,Dawson Creek,55.7666,-120.2362,14.8,63,75,1.03,CA,1696973615
308,Chesma,53.8111,60.6533,2.58,86,71,4.3,RU,1696973615
309,Chake Chake,-5.2459,39.7666,23.91,86,5,2.91,TZ,1696973615
310,Dingwall,57.5953,-4.4272,10.04,78,68,6.6,GB,1696973615
311,Ormara,25.2088,64.6357,27.03,86,4,3.67,PK,1696973616
312,Vorkuta,67.5,64.0,1.37,82,100,5.63,RU,1696973616
313,Aykhal,66.0,111.5,5.59,92,100,13.41,RU,1696973616
314,Ryōtsu-minato,38.0833,138.4333,17.26,65,67,4.42,JP,1696973617
315,Port Elizabeth,-33.918,25.5701,17.16,96,100,6.17,ZA,1696973617
316,Mossamedes,-15.1961,12.1522,19.37,86,98,0.59,AO,1696973617
317,Tanūmah,27.1,44.1333,27.38,15,0,5.59,SA,1696973618
318,Hilo,19.7297,-155.09,26.72,84,100,3.6,US,1696973618
319,Constanța,44.1833,28.65,8.38,46,24,4.2,RO,1696973618
320,Williams Lake,52.1415,-122.1445,15.59,41,75,6.17,CA,1696973408
321,Swift Current,50.2834,-107.8014,24.45,29,0,10.8,CA,1696973398
322,Happy Valley-Goose Bay,53.3168,-60.3315,10.17,93,100,3.09,CA,1696973412
323,Norrtälje,59.758,18.705,10.01,90,100,7.01,SE,1696973620
324,Keflavik,64.0049,-22.5624,4.24,65,75,13.89,IS,1696973434
325,Steamboat Springs,40.485,-106.8317,19.31,21,75,6.17,US,1696973620
326,Caleta de Carquín,-11.0925,-77.6267,20.58,78,32,6.3,PE,1696973621
327,Huicungo,-7.2833,-76.8,31.96,45,22,1.27,PE,1696973621
328,Akureyri,65.6835,-18.0878,1.96,87,75,13.89,IS,1696973621
329,Flin Flon,54.7682,-101.865,12.91,58,0,3.6,CA,1696973621
330,Kavaratti,10.5669,72.642,27.84,62,83,2.1,IN,1696973622
331,Tosontsengel,48.7567,98.2839,0.77,92,7,1.06,MN,1696973622
332,Sydney Mines,46.2367,-60.2177,14.0,94,75,5.14,CA,1696973622
333,Ust'-Kut,56.7938,105.7672,5.8,93,45,2.24,RU,1696973623
334,San Vicente de Cañete,-13.0751,-76.3835,19.93,78,41,3.88,PE,1696973623
335,Kargil,34.5667,76.1,3.67,56,1,1.69,IN,1696973623
336,Camaná,-16.6228,-72.7111,19.26,80,90,4.13,PE,1696973623
337,Molchanovo,57.5817,83.7692,13.88,67,100,4.65,RU,1696973624
338,Puerto Gaitán,4.3133,-72.0816,26.11,85,98,0.72,CO,1696973596
339,Gadzhiyevo,69.2551,33.3362,-1.0,85,13,2.61,RU,1696973624
340,Beau Vallon,-20.4189,57.6953,21.79,88,40,1.54,MU,1696973624
341,Mount Pearl,47.5166,-52.7813,11.64,98,100,6.17,CA,1696973625
342,Pingliang,35.5392,106.6861,10.69,84,100,0.94,CN,1696973625
343,Corner Brook,48.9667,-57.9484,13.09,94,100,4.53,CA,1696973609
344,Sandnessjøen,66.0217,12.6316,8.06,76,100,4.63,NO,1696973626
345,La Passe,45.5549,-0.8967,18.13,73,0,0.91,FR,1696973626
346,La Trinité,14.7376,-60.9629,30.03,70,20,4.63,MQ,1696973626
347,Kiunga,-6.1219,141.2906,23.49,98,99,1.32,PG,1696973627
348,Suomussalmi,64.8869,28.9078,0.22,97,100,2.47,FI,1696973627
349,Callao,-12.0667,-77.15,21.16,68,75,3.09,PE,1696973627
350,Saldanha,-33.0117,17.9442,15.77,77,0,3.28,ZA,1696973628
351,Viveiro,43.6623,-7.5934,20.88,55,31,1.87,ES,1696973628
352,Erekli,40.97,27.9553,14.05,76,0,5.14,TR,1696973628
353,Bikenibeu Village,1.3673,173.1241,30.98,74,75,2.06,KI,1696973628
354,Iquitos,-3.7481,-73.2472,27.02,69,75,4.63,PE,1696973501
355,Tucupita,9.0622,-62.051,28.88,68,52,2.3,VE,1696973629
356,Inarajan Village,13.2736,144.7484,28.55,90,100,10.83,GU,1696973629
357,Acajutla,13.5928,-89.8275,28.76,78,96,4.13,SV,1696973630
358,Mutsu,41.2894,141.2169,13.55,69,0,2.64,JP,1696973630
359,Gilgit,35.9221,74.3087,15.65,43,0,2.07,PK,1696973465
360,Vadsø,70.0744,29.7487,-0.91,74,20,4.63,NO,1696973630
361,Baruun-Urt,46.6806,113.2792,5.25,57,64,2.17,MN,1696973631
362,Tara,56.8944,74.371,9.43,80,100,3.58,RU,1696973631
363,Diamantino,-14.4086,-56.4461,31.14,51,63,2.07,BR,1696973531
364,Ola,59.5833,151.2833,-0.88,68,99,1.96,RU,1696973631
365,Sīwah,29.2041,25.5195,23.57,41,0,2.0,EG,1696973632
366,Ak’ordat,15.5486,37.8867,29.29,35,0,2.75,ER,1696973632
367,Penhalonga,-18.8911,32.6978,14.59,91,12,2.14,ZW,1696973633
368,Ulladulla,-35.35,150.4667,14.87,85,39,2.32,AU,1696973336
369,Porto Santo Stefano,42.4338,11.1237,20.79,74,38,4.82,IT,1696973633
370,Weno,7.4515,151.8468,27.97,89,75,2.57,FM,1696973633
371,Plettenberg Bay,-34.0527,23.3716,14.63,88,0,3.13,ZA,1696973634
372,Khovd,48.0056,91.6419,6.7,58,0,0.86,MN,1696973418
373,Arraial do Cabo,-22.9661,-42.0278,22.98,83,40,3.6,BR,1696973634
374,Gangtok,27.3333,88.6167,14.37,93,75,0.94,IN,1696973635
375,Hamilton,39.1834,-84.5333,18.66,35,0,5.14,US,1696973635
376,Nhamundá,-2.1861,-56.7131,33.73,29,29,1.4,BR,1696973635
377,Santa Terezinha,-29.9002,-50.0904,18.25,89,4,9.29,BR,1696973635
378,Moyale,3.5167,39.0584,22.89,59,61,1.66,KE,1696973636
379,Tsiombe,-25.3,45.4833,20.85,89,92,5.1,MG,1696973636
380,Vernon,50.2581,-119.2691,17.2,61,100,3.6,CA,1696973637
381,Laguna,38.421,-121.4238,23.94,45,75,6.17,US,1696973502
382,Leshan,29.5623,103.7639,16.57,96,100,0.77,CN,1696973637
383,Eureka,40.8021,-124.1637,16.48,87,100,2.24,US,1696973637
384,Kidal,18.4411,1.4078,31.1,14,55,3.24,ML,1696973638
385,Ust'-Ilimsk,58.0006,102.6619,8.58,90,58,2.68,RU,1696973638
386,Morro do Chapéu,-11.55,-41.1561,22.68,40,2,3.12,BR,1696973638
387,Key West,24.5557,-81.7826,30.0,76,75,3.6,US,1696973639
388,Mogocha,53.7333,119.7667,4.86,81,8,0.89,RU,1696973639
389,Nouadhibou,20.931,-17.0347,24.99,88,58,4.63,MR,1696973640
390,Sauðarkrokur,65.7461,-19.6394,1.99,99,100,13.38,IS,1696973640
391,Chibougamau,49.9168,-74.3659,7.79,81,75,3.6,CA,1696973641
392,Port Saint John's,-31.6229,29.5448,19.13,94,100,5.46,ZA,1696973642
393,Crucecita,-28.95,-58.9833,25.74,43,0,3.6,AR,1696973642
394,Arrondissement de Saint-Denis,48.9167,2.3333,21.19,60,0,2.57,FR,1696973642
395,Mana,5.6592,-53.7767,27.38,77,0,4.65,GF,1696973643
396,Kailua-Kona,19.6406,-155.9956,30.15,72,0,4.12,US,1696973643
397,Merizo Village,13.2658,144.6691,28.32,90,100,11.06,GU,1696973644
398,El Aïoun,34.5832,-2.5061,19.43,83,1,1.85,MA,1696973644
399,San Antonio Oeste,-40.7319,-64.9477,10.75,54,100,10.01,AR,1696973644
400,El Charco,2.4769,-78.1105,26.96,87,98,3.16,CO,1696973644
401,Srpska Crnja,45.7233,20.6886,14.02,66,18,1.15,RS,1696973645
402,Puerto Aisén,-45.4,-72.7,6.09,93,99,1.51,CL,1696973645
403,Rūdbār,30.15,62.6,25.18,16,0,1.75,AF,1696973645
404,Dalandzadgad,43.5708,104.425,7.79,32,96,1.59,MN,1696973646
405,Homer,59.6425,-151.5483,3.94,83,100,6.17,US,1696973646
406,Wuyang,31.9925,116.2472,14.52,78,0,1.48,CN,1696973646
407,Kirakira,-10.4544,161.9205,27.84,82,83,5.17,SB,1696973647
408,Alo,7.4178,6.7371,25.12,91,97,1.18,NG,1696973647
409,Genhe,50.7833,121.5167,3.44,74,6,0.3,CN,1696973647
410,Labytnangi,66.6572,66.4183,1.2,87,91,3.5,RU,1696973647
411,Cuamba,-14.8031,36.5372,24.86,40,12,1.96,MZ,1696973648
412,Horta,38.5333,-28.6333,21.12,86,68,8.49,PT,1696973648
413,Nizhnesortymskiy,62.4397,71.7603,3.41,85,91,5.55,RU,1696973649
414,Khanty-Mansiysk,61.0042,69.0019,5.06,65,0,3.13,RU,1696973649
415,Manismata,-2.4667,111.0333,22.43,95,91,1.14,ID,1696973649
416,Carolina,18.3808,-65.9574,31.32,67,20,6.69,PR,1696973619
417,Eraan,9.0629,117.7016,25.54,86,91,0.6,PH,1696973650
418,Forbes,-33.3833,148.0167,16.49,39,0,2.32,AU,1696973650
419,Cabedelo,-6.9811,-34.8339,26.37,82,77,3.81,BR,1696973406
420,Neryungri,56.6709,124.6491,2.91,80,100,3.31,RU,1696973651
421,Haiku-Pauwela,20.9219,-156.3051,28.01,58,40,8.75,US,1696973651
422,Chonchi,-42.6128,-73.8092,11.18,58,48,3.44,CL,1696973651
423,Al Bardīyah,31.7561,25.0865,22.55,68,12,3.18,LY,1696973651
424,Burang,30.25,81.1667,1.38,70,12,0.83,CN,1696973652
425,Howrah,22.5892,88.3103,29.0,84,40,0.0,IN,1696973652
426,Kupang,-10.1667,123.5833,23.32,83,20,1.03,ID,1696973653
427,Tomé Açu,-2.4189,-48.1522,31.62,47,94,3.0,BR,1696973653
428,Zhetikara,52.1908,61.2006,3.82,83,51,6.1,KZ,1696973653
429,Cologne,50.9333,6.95,21.05,72,0,3.6,DE,1696973549
430,Autazes,-3.5797,-59.1306,33.61,37,86,1.87,BR,1696973654
431,Åkarp,58.2333,13.65,12.84,89,100,7.02,SE,1696973654
432,Ylitornio,66.3089,23.6773,1.17,98,100,3.95,FI,1696973654
433,Kankakee,41.15,-87.8667,18.36,37,0,4.12,US,1696973655
434,Charters Towers,-20.1,146.2667,22.02,57,25,5.32,AU,1696973655
435,Vilyuysk,63.7553,121.6247,6.77,91,100,4.47,RU,1696973655
436,Port-Gentil,-0.7193,8.7815,25.72,87,100,4.36,GA,1696973656
437,Kingston,17.997,-76.7936,32.89,68,20,8.75,JM,1696973162
438,Broome,42.2506,-75.833,14.22,63,40,3.09,US,1696973656
439,Buritis,-15.6178,-46.4233,31.47,38,93,0.01,BR,1696973656
440,Kabalo,-6.05,26.9167,23.22,86,98,3.98,CD,1696973657
441,Salem,11.65,78.1667,23.93,91,100,1.09,IN,1696973657
442,El Calafate,-50.3408,-72.2768,3.89,67,33,4.83,AR,1696973657
443,Mananjary,-21.2167,48.3333,21.21,87,94,4.7,MG,1696973658
444,Sarkand,45.41,79.9186,15.47,21,0,3.37,KZ,1696973658
445,Mili,6.0815,171.735,28.74,76,100,2.66,MH,1696973658
446,Schast'ye,48.7396,39.2323,4.98,73,74,4.18,UA,1696973658
447,Puerto Santa,-8.9906,-78.6456,19.74,83,48,4.24,PE,1696973659
448,Angoche,-16.2325,39.9086,23.95,83,9,1.46,MZ,1696973659
449,Morehead City,34.7229,-76.726,26.01,61,0,6.69,US,1696973659
450,Vang Vieng,18.9333,102.45,21.19,97,25,0.95,LA,1696973660
451,Ad Dawādimī,24.5077,44.3924,25.64,16,0,5.37,SA,1696973660
452,Undurkhaan,47.3194,110.6556,4.34,71,1,1.74,MN,1696973660
453,Port-Cartier,50.0334,-66.8654,11.12,90,88,0.91,CA,1696973661
454,Cannonvale,-20.2833,148.7,22.66,71,41,6.3,AU,1696973661
455,Tamanghasset,22.785,5.5228,24.95,19,40,2.57,DZ,1696973416
456,Kloulklubed,7.0419,134.2556,25.28,81,100,10.87,PW,1696973661
457,Cullinan,-25.6709,28.5236,19.29,44,98,2.37,ZA,1696973662
458,Qarqaraly,49.4058,75.4742,11.55,53,100,4.21,KZ,1696973662
459,Haapsalu,58.9431,23.5414,10.51,87,100,8.71,EE,1696973662
460,Fort McMurray,56.7268,-111.381,19.77,45,0,7.72,CA,1696973663
461,Uyar,55.81,94.3153,11.25,76,46,1.63,RU,1696973663
462,Ambon City,-3.6954,128.1814,25.49,95,20,2.57,ID,1696973664
463,Owerri,5.4833,7.0304,24.34,95,91,1.76,NG,1696973665
464,Lázaro Cárdenas,17.9583,-102.2,24.62,94,100,1.64,MX,1696973644
465,Khandyga,62.6667,135.6,-2.3,98,100,0.04,RU,1696973665
466,Afaahiti,-17.75,-149.2833,27.93,86,84,4.82,PF,1696973666
467,Penzance,50.1186,-5.5371,15.38,93,81,6.34,GB,1696973549
468,Inawashiro,37.5667,140.1167,10.42,87,99,2.72,JP,1696973666
469,Geraldton,-28.7667,114.6,10.23,76,0,4.12,AU,1696973667
470,Lemvig,56.5486,8.3102,16.22,92,100,10.32,DK,1696973667
471,Kouroussa,10.65,-9.8833,23.12,92,98,1.3,GN,1696973667
472,Burley,42.5357,-113.7928,18.44,42,40,3.6,US,1696973466
473,Koné,-21.0595,164.8658,24.34,59,73,1.66,NC,1696973668
474,Maintirano,-18.0667,44.0167,25.09,81,37,2.62,MG,1696973668
475,São João da Barra,-21.6403,-41.0511,24.05,83,100,3.6,BR,1696973669
476,Uruobo-Okija,5.9002,6.8431,24.3,95,55,1.64,NG,1696973669
477,Revda,56.801,59.9303,1.27,96,99,2.31,RU,1696973669
478,Ondjiva,-17.0667,15.7333,22.44,66,87,3.99,AO,1696973669
479,Isola di Capo Rizzuto,38.96,17.0933,21.77,57,6,2.53,IT,1696973670
480,Al Ḩasakah,36.5024,40.7477,23.82,53,100,2.14,SY,1696973670
481,Pedernales,18.0384,-71.744,30.22,69,14,3.75,DO,1696973670
482,Vila Franca do Campo,37.7167,-25.4333,22.23,99,88,6.19,PT,1696973671
483,Guerrero Negro,27.9769,-114.0611,23.15,66,3,10.07,MX,1696973671
484,Keelung,25.1283,121.7419,22.94,83,100,6.07,TW,1696973671
485,Basoko,1.2391,23.616,20.26,97,99,1.3,CD,1696973672
486,Okakarara,-20.5833,17.4333,22.52,21,78,4.45,NA,1696973672
487,Fortuna,40.5982,-124.1573,16.1,94,75,5.14,US,1696973672
488,Cockburn Town,21.4612,-71.1419,29.36,76,95,6.03,TC,1696973673
489,Maracaibo,10.6317,-71.6406,33.22,56,44,3.94,VE,1696973377
490,Viedma,-40.8135,-62.9967,9.37,61,100,8.34,AR,1696973673
491,Gamba,-2.65,10.0,24.61,91,99,3.01,GA,1696973674
492,Yanacancha,-10.2411,-76.6456,9.87,62,96,3.43,PE,1696973674
493,Uusikaupunki,60.8004,21.4084,10.35,81,100,9.68,FI,1696973558
494,Cefalù,38.0386,14.0229,23.66,68,2,1.34,IT,1696973675
495,Fasa,28.9383,53.6482,15.58,29,0,2.06,IR,1696973675
496,Kumul,42.8,93.45,16.27,18,92,3.12,CN,1696973675
497,Phan Rang-Thap Cham,11.5667,108.9833,24.44,90,18,2.14,VN,1696973676
498,Gubkinskiy,64.434,76.5026,3.06,85,98,9.46,RU,1696973676
499,Ozyory,54.86,38.5506,2.78,90,92,4.47,RU,1696973676
500,Abdulino,53.7,53.6667,2.69,97,100,5.76,RU,1696973676
501,Chukhloma,58.7525,42.6825,2.83,96,100,4.47,RU,1696973677
502,Egilsstadir,65.2653,-14.3948,3.95,81,100,5.66,IS,1696973677
503,Chadan,51.2833,91.5833,7.02,67,9,0.98,RU,1696973677
504,Añatuya,-28.4606,-62.8347,35.45,20,1,5.12,AR,1696973511
505,Fort St. John,56.2499,-120.8529,14.94,55,100,1.03,CA,1696973678
506,Tomatlán,19.9333,-105.25,22.15,94,100,10.77,MX,1696973678
507,Villa Gesell,-37.2639,-56.973,14.15,91,100,2.79,AR,1696973679
508,Makurdi,7.7411,8.5121,25.66,83,25,2.14,NG,1696973679
509,Ujae,8.9322,165.7642,28.59,80,40,6.36,MH,1696973679
510,Mariehamn,60.0973,19.9348,9.92,87,75,8.23,AX,1696973680
511,Castanhal,-1.2939,-47.9264,28.5,64,67,3.84,BR,1696973536
512,Belmonte,-15.8631,-38.8828,23.96,85,21,3.85,BR,1696973680
513,Bahraich,27.5833,81.6,24.93,69,0,0.53,IN,1696973680
514,Truro,50.2653,-5.0544,15.6,100,75,3.6,GB,1696973681
515,São José da Coroa Grande,-8.8978,-35.1478,25.15,78,72,3.32,BR,1696973681
516,Kangding,30.0513,101.9603,8.02,95,78,1.48,CN,1696973681
517,Rundu,-17.9333,19.7667,24.97,48,99,2.65,NA,1696973681
518,Udachny,66.4167,112.4,6.92,86,100,10.75,RU,1696973682
519,Mejit,10.2753,170.8646,27.87,73,71,6.19,MH,1696973682
520,North Battleford,52.7834,-108.2847,21.34,40,0,9.26,CA,1696973581
521,Sosnovka,56.255,51.2842,3.07,97,100,1.9,RU,1696973683
522,Luanda,-8.8368,13.2343,25.0,78,40,2.57,AO,1696973436
523,Klaksvík,62.2266,-6.589,8.51,67,74,12.69,FO,1696973683
524,Harstad,68.799,16.5293,3.66,83,100,12.52,NO,1696973683
525,Nova Viçosa,-17.8919,-39.3719,23.7,84,20,2.42,BR,1696973407
526,Taro,-8.3862,115.28,20.0,87,43,0.59,ID,1696973684
527,El Alto,-4.2714,-81.2147,24.81,80,95,5.8,PE,1696973684
528,Igarka,67.4667,86.5833,2.87,81,100,8.34,RU,1696973684
529,Aydıncık,36.1437,33.3202,23.9,55,0,3.41,TR,1696973685
530,Dubbo,-32.25,148.6167,14.07,72,4,4.12,AU,1696973475
531,Masterton,-40.9597,175.6575,13.82,95,96,1.31,NZ,1696973685
532,Coronel Dorrego,-38.7187,-61.2873,10.44,70,54,8.17,AR,1696973686
533,Santiago de Cao,-7.9589,-79.2392,19.07,82,20,6.17,PE,1696973686
534,Altai,46.3722,96.2583,3.6,59,33,0.88,MN,1696973687
535,Xiaoweizhai,26.1903,107.5125,13.49,90,100,1.48,CN,1696973687
536,Xining,36.6167,101.7667,7.0,87,100,0.34,CN,1696973398
537,Talcahuano,-36.7167,-73.1167,14.82,51,20,8.75,CL,1696973689
538,Saerbeck,52.1833,7.6333,18.55,71,0,4.12,DE,1696973689
539,Kristiansund,63.1115,7.732,12.03,87,100,13.38,NO,1696973690
540,Yeonil,35.9942,129.345,14.81,71,0,2.23,KR,1696973690
541,Rémire-Montjoly,4.9167,-52.2667,29.02,74,0,3.09,GF,1696973690
542,Katsina,12.9894,7.6006,30.02,28,42,3.4,NG,1696973690
543,Salgueiro,-8.0742,-39.1192,30.66,23,0,5.4,BR,1696973691
544,Sovetskaya Gavan',48.9723,140.2878,3.95,67,0,2.54,RU,1696973691
545,Pacific Grove,36.6177,-121.9166,24.02,70,0,4.12,US,1696973516
546,Malmesbury,-33.4608,18.7271,13.75,73,0,1.32,ZA,1696973692
547,Nekā,36.6508,53.299,18.48,87,76,0.8,IR,1696973692
548,Brighton,50.8284,-0.1395,16.53,86,95,4.47,GB,1696973640
549,Nowshahr,36.649,51.496,20.97,94,75,0.0,IR,1696973692
550,Shiyan,32.6475,110.7781,14.24,93,10,0.49,CN,1696973693
551,Bridgewater,44.3835,-64.5155,15.82,59,14,5.14,CA,1696973582
552,Ramadi,33.4226,43.3058,27.95,32,98,4.06,IQ,1696973693
553,Nishinoomote,30.7333,131.0,22.77,63,96,10.11,JP,1696973694
554,Saint-François,46.4154,3.9054,13.69,94,0,1.03,FR,1696973694
555,Archangelos,36.2149,28.1149,23.99,58,0,3.61,GR,1696973694
556,Slantsy,59.1182,28.0914,4.22,83,99,4.53,RU,1696973695
557,Samcheok,37.4406,129.1708,14.81,73,34,2.41,KR,1696973695
558,Kouango,4.9934,19.9619,21.62,97,77,0.26,CF,1696973695
559,Strezhevoy,60.7333,77.5889,3.31,91,5,3.13,RU,1696973696
560,Osh,40.5151,72.8083,16.36,42,100,4.0,KG,1696973489
561,Oppdal,62.5943,9.6912,4.4,94,100,6.28,NO,1696973696
562,Pandan,14.0453,124.1694,27.21,86,97,2.53,PH,1696973697
563,Villa Yapacaní,-17.4,-63.8333,35.71,29,6,4.31,BO,1696973697
564,Praia,14.9215,-23.5087,28.3,78,20,2.06,CV,1696973697
565,Fort Bragg,35.139,-79.006,27.08,39,0,6.69,US,1696973697
566,Argos,37.6333,22.7333,22.66,68,11,0.88,GR,1696973698
567,Pagar Alam,-4.0167,103.2667,19.88,94,32,0.69,ID,1696973698
568,Asău,46.4333,26.4,1.51,80,7,1.18,RO,1696973698
569,Al Lagowa,11.4,29.1333,28.27,50,94,2.46,SD,1696973699
570,Isla Cristina,37.2,-7.3167,23.49,67,13,2.48,ES,1696973699
571,Three Points,32.0767,-111.3137,34.79,13,0,4.63,US,1696973699
572,Narrabri,-30.3167,149.7833,21.17,38,0,2.63,AU,1696973699
573,Greymouth,-42.4667,171.2,9.94,77,73,4.82,NZ,1696973700
574,Zermatt,46.0213,7.7491,13.43,54,74,0.96,CH,1696973700
575,West End,26.6833,-78.9667,28.99,75,100,2.82,BS,1696973700
576,Celestún,20.8667,-90.4,29.01,78,73,3.34,MX,1696973701
577,Sinop Province,41.7711,34.8709,10.29,85,70,0.82,TR,1696973701
578,Uturoa,-16.7333,-151.4333,26.39,79,67,4.2,PF,1696973701
579,Tutóia,-2.7619,-42.2744,26.29,83,0,6.4,BR,1696973702
580,Katsuren-haebaru,26.3369,127.8719,27.43,77,40,4.12,JP,1696973702
581,Vallenar,-28.5708,-70.7581,24.24,31,0,2.24,CL,1696973702
582,Santana do Matos,-5.9575,-36.6556,27.4,54,77,9.56,BR,1696973703
583,Umba,66.6871,34.3429,0.22,72,11,2.68,RU,1696973703
584,Ta`ū,-14.2336,-169.5144,26.63,81,85,9.23,AS,1696973703
585,Clarksdale,34.2001,-90.5709,28.99,39,49,3.6,US,1696973704
